Game Type:,Hive-PLM
Opening name, Entomology URL, Total nr of games, Nr white wins, White win percentage, Nr black games, Black win percentage, Nr draws, Draw percentage, List of white win games, List of black win games, List of drawn games
HV-Dumbot-guest-2015-02-08-1532,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bP+2+0wP+0-1bQ+2+1wQ+0-2wG1+1-2bA1+1+1bB1+1+0wA1+0+0&title=HV-Dumbot-guest-2015-02-08-1532%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Dumbot-guest-2015-02-08-1532, ","",""
HV-Dumbot-hadaran-2015-02-07-1712,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bQ+1+1wA2-1+0wQ+0-1wA3-1+1bS1+1+0bB1+2-1bG1+2+0wA1+0+0&title=HV-Dumbot-hadaran-2015-02-07-1712%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Dumbot-hadaran-2015-02-07-1712, ","",""
HV-Dumbot-nasuoj-2015-02-07-1625,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ+0-1bA1+0-2wB1-1+0wP-1+1bQ+2-1bS1+1+0wS1+0+0&title=HV-Dumbot-nasuoj-2015-02-07-1625%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Dumbot-nasuoj-2015-02-07-1625, ","",""
HV-Dumbot-nasuoj-2015-02-07-1728,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ-1-1bB1+1+0bQ+1+1bA1-2-1wB1+0+0wM+0-1wB2-1+1&title=HV-Dumbot-nasuoj-2015-02-07-1728%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Dumbot-nasuoj-2015-02-07-1728, ","",""
HV-Dumbot-RSchneider-2015-02-09-0302,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bB1+1+0bA1+2-1wS1+0+0bA2+1+1wS2+0-1bQ+2+0wL+0-2wQ-1-1&title=HV-Dumbot-RSchneider-2015-02-09-0302%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-Dumbot-RSchneider-2015-02-09-0302, ",""
HV-johnsilver-Bechster-2015-02-05-0801,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bA1+2-1bQ+1+1wL+0+0bM+2+0wQ+0-1wA1+0+2bP+1+0&title=HV-johnsilver-Bechster-2015-02-05-0801%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-johnsilver-Bechster-2015-02-05-0801, ",""
HV-nevir-Bechster-2015-02-06-1756,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bQ+2-1wL+0+0bA1+1+1bP+2+0wQ+0-1wS1+3-2bL+1+0&title=HV-nevir-Bechster-2015-02-06-1756%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-nevir-Bechster-2015-02-06-1756, ",""
HV-nevir-Bechster-2015-02-09-1854,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bL+1+0wQ+0-1bA1+2-1wA1+1+2bG1+2+0bQ+1+1wL+0+0&title=HV-nevir-Bechster-2015-02-09-1854%20::%20N:3%20whitewin:33%25%20blackwin:67%25%20draw:0%25,3,1,33.333333333333336,2,66.66666666666667,0,0.0,"T!HV-nevir-jedalton-2016-06-07-1959, ","HV-nevir-Bechster-2015-02-09-1854, T!HV-Quodlibet-ringersoll-2018-04-18-2330, ",""
HV-tanksc-Quodlibet-2015-02-07-1458,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wS1+1+2bP+1+0bM+2+0bQ+1+1wP+0+0bA1+2-1wQ+0-1&title=HV-tanksc-Quodlibet-2015-02-07-1458%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-tanksc-Quodlibet-2015-02-07-1458, ","",""
U!HV-Dumbot-CabaAmen-2015-02-08-0613,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wP+0+0wQ-1+0bP+2+0wA1+0-1wB1-1+1bQ+2-1bM+3-1bG1+1+0&title=U!HV-Dumbot-CabaAmen-2015-02-08-0613%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","U!HV-Dumbot-CabaAmen-2015-02-08-0613, ",""
HV-Bechster-nevir-2015-02-10-1558,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bM+1+0bQ+2-1wL+0+0bP+2+0bG1+3+0wQ+0-1wM-1+0wA1-1+1&title=HV-Bechster-nevir-2015-02-10-1558%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-Bechster-nevir-2015-02-10-1558, ",""
HV-Bechster-nevir-2015-02-11-1533,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bM+1+0bB1+1+1wL+0+0bQ+2-1wA1+3-2wQ+0-1bP+2+0&title=HV-Bechster-nevir-2015-02-11-1533%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Bechster-nevir-2015-02-11-1533, ","",""
HV-Bechster-nevir-2015-02-12-1831,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bS1+3-2bA1+1+1wA1+4-2wQ+0-1bL+1+0bQ+2-1wL+0+0&title=HV-Bechster-nevir-2015-02-12-1831%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-Bechster-nevir-2015-02-12-1831, ",""
HV-Bechster-nevir-2015-02-14-1442,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bM+1+0wA1+0-1wL+0+0bS1+3-2bP+2+0bQ+2-1wS1-1+1wQ-1+0&title=HV-Bechster-nevir-2015-02-14-1442%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Bechster-nevir-2015-02-14-1442, ","",""
HV-Dumbot-RSchneider-2015-02-10-2308,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bA1+2-1bB1+1+0bQ+1+1wB1+0+0wA1+3-1wQ+0-1bS1+2-2&title=HV-Dumbot-RSchneider-2015-02-10-2308%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Dumbot-RSchneider-2015-02-10-2308, ","",""
HV-dynamical-Dumbot-2015-02-10-0522,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wG1+0+0bP+3+0wQ+0-1bS1+2+0wG2-1+0wA1-1+1bQ+2+1bM+1+0&title=HV-dynamical-Dumbot-2015-02-10-0522%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-dynamical-Dumbot-2015-02-10-0522, ","",""
HV-nevir-Bechster-2015-02-10-1655,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wL+0+0bL+1+0bS2+2+1wA1-1+0wQ+0-1wS1+1-2bQ+1+1bS1+2+0&title=HV-nevir-Bechster-2015-02-10-1655%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-nevir-Bechster-2015-02-10-1655, ",""
HV-nevir-Bechster-2015-02-11-1601,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bA1+2-1bL+1+0wM+3+0wQ+0-1bQ+1+1wG1+0+0bS1+2+0&title=HV-nevir-Bechster-2015-02-11-1601%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-nevir-Bechster-2015-02-11-1601, ",""
HV-nevir-Bechster-2015-02-12-1857,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ+0-1wS1-1+1bP+2+0wA1-1+0bL+1+0bQ+1+1wL+0+0bM+2+1&title=HV-nevir-Bechster-2015-02-12-1857%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-nevir-Bechster-2015-02-12-1857, ","",""
HV-PainterBob-Dumbot-2015-02-12-2242,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bG1+2+0bQ+3-1wS1+1-2wQ+0-1wB1-1+1bM+1+0bS1+1+1wP+0+0&title=HV-PainterBob-Dumbot-2015-02-12-2242%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-PainterBob-Dumbot-2015-02-12-2242, ",""
HV-Bechster-nevir-2015-02-15-2255,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wL+0+0bQ+1+1wQ+0-1wA1+1+2bL+1+0bA1+2+0bM+2-1&title=HV-Bechster-nevir-2015-02-15-2255%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Bechster-nevir-2015-02-15-2255, ","",""
HV-Bechster-preve-2015-02-15-2156,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bA1+2-1bQ+1+1bM+2+0wL+0+0bL+1+0wQ+0-1wA1+1+2&title=HV-Bechster-preve-2015-02-15-2156%20::%20N:72%20whitewin:50%25%20blackwin:46%25%20draw:4%25,72,36,50.0,33,45.833333333333336,3,4.166666666666667,"HV-Bechster-preve-2015-02-15-2156, HV-tanksc-jew-2015-07-10-0111, T!HV-Fumanchu-Quodlibet-2015-06-13-1526, HV-bitsofgreg-Quodlibet-2016-07-19-0248, T!HV-Jewdoka-Quodlibet-2017-08-05-1534, T!HV-Mach3Racer-Pseudomon-2018-04-26-0524, HV-ringersoll-saltylick-2018-08-04-0058, T!HV-Loizz-saltylick-2018-07-05-1959, T!HV-Quodlibet-Radek0-2018-07-16-1725, HV-saltylick-neighlles-2018-07-21-0137, U!HV-Radek0-jdokakill-2018-07-02-1644, T!HV-Mcbeup-Rekai-2018-06-20-2044, T!HV-Gandac-Loizz-2018-06-05-1927, T!HV-Loizz-Gandac-2018-06-05-1901, T!HV-saltylick-davideg-2018-05-12-0645, T!HV-Quodlibet-jewdoka-2018-05-30-0105, HV-Quodlibet-Jewdoka-2018-09-09-2109, HV-Quodlibet-Pseudomon-2018-08-29-1834, T!HV-ckunka-annoghetti-2019-04-23-0058, T!HV-Quodlibet-ringersoll-2019-04-23-0103, TU!HV-Quodlibet-Eucalyx-2019-08-07-0308, T!HV-Jewdoka-tzimarou-2019-07-21-1908, T!HV-Pseudomon-aenorman43-2019-07-21-1727, T!HV-Quodlibet-tzimarou-2019-06-30-1934, HV-stepanzo-Jewdoka-2019-06-07-0416, T!HV-beingbliss-Rekai-2019-06-17-2041, T!HV-Jewdoka-Quodlibet-2019-06-22-0011, T!HV-sheison-RoXar-2019-06-21-1910, U!HV-sheison-jdokakill-2019-06-27-0021, T!HV-sheison-shturik-2019-06-04-1556, T!HV-Jewdoka-RoXar-2019-04-28-1501, HV-tanksc-neighlles-2019-05-15-0244, HV-saltylick-Forggotten-2019-05-27-0438, T!HV-davideg-TFro-2020-04-25-2012, T!HV-SIDOREMI-Chrometal-2020-06-02-1446, T!HV-aenorman43-apolloq-2020-05-09-1941, ","T!HV-nevir-Quodlibet-2015-07-22-0116, T!HV-bitsofgreg-Quodlibet-2016-07-20-0239, T!HV-preve-Jewdoka-2016-06-27-1451, T!HV-bitsofgreg-Quodlibet-2016-06-22-0229, HV-PrezTrump-Dube-2017-04-18-0040, T!HV-Radek0-Jewdoka-2017-07-11-1702, T!HV-t1M0t8yk-Radek0-2017-06-07-1813, HV-PrezTrump-Aaronheit-2017-05-16-0118, T!HV-breakt-jewdoka-2018-04-17-0137, HV-neighlles-saltylick-2018-07-13-2334, T!HV-Pivert94-Jewdoka-2018-06-29-2203, U!HV-jdokakill-Radek0-2018-07-02-1659, T!HV-ckunka-Quodlibet-2018-06-07-0249, T!HV-sullamen-Loizz-2018-05-11-2108, T!HV-davideg-Loizz-2018-05-18-1706, T!HV-Mach3Racer-Radek0-2018-05-18-0440, T!HV-Bechster-Eucalyx-2018-05-21-0617, T!HV-Mach3Racer-Eucalyx-2018-05-04-0830, T!HV-ringersoll-Quodlibet-2019-04-23-0113, T!HV-Quodlibet-Jewdoka-2019-06-22-0044, T!HV-neighlles-Jewdoka-2019-06-27-0159, T!HV-ckunka-Jdokakill-2019-05-11-0024, T!HV-Gandac-aenorman43-2019-05-12-1904, HV-beingbliss-gameshark9-2019-05-15-2310, T!HV-jdokakill-fbaumann-2019-05-27-1550, HV-Turkster-RoXar-2020-04-25-1126, T!HV-Mach3Racer-shturik-2020-04-28-1624, T!HV-sullamen-RoXar-2020-05-24-1702, T!HV-Ihalainen-aenorman43-2020-05-25-1938, T!HV-csigeee-RoXar-2020-05-03-0903, T!HV-dodger-stepanzo-2020-05-03-1534, T!HV-Chrometal-neighlles-2020-05-05-1408, T!HV-Mach3Racer-Frasco92-2020-05-08-1658, ","T!HV-iserp-aenorman43-2018-07-12-1908, T!HV-tzimarou-Jewdoka-2019-07-28-1605, T!HV-Quodlibet-Jewdoka-2019-09-19-0108, "
HV-Bechster-ringersoll-2015-02-15-1246,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wL+0+0bM+3-1wQ+0-1bP+3-2wA1-1+0wM-1-1bQ+2-1bL+1+0&title=HV-Bechster-ringersoll-2015-02-15-1246%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-Bechster-ringersoll-2015-02-15-1246, ",""
HV-Bechster-tabarisch-2015-02-16-1900,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bQ+1+1wL+0+0bS1+0-2wS1+1+2wQ+0-1bP+1+0&title=HV-Bechster-tabarisch-2015-02-16-1900%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Bechster-tabarisch-2015-02-16-1900, ","",""
HV-Dumbot-Bechster-2015-02-15-2043,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bL+1+0wS1+0+0bQ+2-1wB2-1+0wB1-1-1wQ+0-1bM+2+0bA1+3-1&title=HV-Dumbot-Bechster-2015-02-15-2043%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-Dumbot-Bechster-2015-02-15-2043, ",""
HV-Dumbot-Bechster-2015-02-17-0824,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ+0-1bM+1+0bG1-3+0wS1-1+0wP+0+0bQ+2+0wG1-2+0&title=HV-Dumbot-Bechster-2015-02-17-0824%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-Dumbot-Bechster-2015-02-17-0824, ",""
HV-Dumbot-guest-2015-02-17-1445,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wB1+0+0bB1+1+0wQ+2-2wL+0-1wS1+1-2bA1+3-2bQ+1+1&title=HV-Dumbot-guest-2015-02-17-1445%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-Dumbot-guest-2015-02-17-1445, ",""
HV-Dumbot-Hobbit-2015-02-15-1737,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wS1-2-1wQ-1+0bG1-3+0wB1-2+0bQ+2-1bS1+1+0wM+0+0&title=HV-Dumbot-Hobbit-2015-02-15-1737%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Dumbot-Hobbit-2015-02-15-1737, ","",""
HV-Dumbot-Hobbit-2015-02-16-1627,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ+0-1wB1-1+0bP+1+0bS1+1+1wS1+0+0bB1+2+0bQ+2-1wM-1+1&title=HV-Dumbot-Hobbit-2015-02-16-1627%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Dumbot-Hobbit-2015-02-16-1627, ","",""
HV-Dumbot-tabarisch-2015-02-16-0215,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ-1+0bA1-1-1wS1-2+1bQ+2-1wP+0+0wA1-1+1bB1+1+0&title=HV-Dumbot-tabarisch-2015-02-16-0215%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-Dumbot-tabarisch-2015-02-16-0215, ",""
HV-Hobbit-Dumbot-2015-02-15-1657,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bL+1+0wB1+0+0bG1+1+1bS1+2+0wQ+0-1bQ+1+2wS1+0+3&title=HV-Hobbit-Dumbot-2015-02-15-1657%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-Hobbit-Dumbot-2015-02-15-1657, ",""
HV-Hobbit-Dumbot-2015-02-15-1716,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ+0-1bA1+2-1bB1+3-2wS1+2+0bQ+2-2bS1+1+0wB1+0+0&title=HV-Hobbit-Dumbot-2015-02-15-1716%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-Hobbit-Dumbot-2015-02-15-1716, ",""
HV-Hobbit-Dumbot-2015-02-15-1730,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bA1+1+1bG1+2-1wS1+0+0wL-1+1bQ+2-2wG1-1+0wQ+0-1bB1+1+0&title=HV-Hobbit-Dumbot-2015-02-15-1730%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-Hobbit-Dumbot-2015-02-15-1730, ",""
HV-nevir-Bechster-2015-02-17-1420,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bQ+2-1bA1+1+1wA1+3-2wQ+0-1bM+1+0bP+2+0wL+0+0&title=HV-nevir-Bechster-2015-02-17-1420%20::%20N:4%20whitewin:25%25%20blackwin:75%25%20draw:0%25,4,1,25.0,3,75.0,0,0.0,"HV-shogi-jew-2015-05-05-0108, ","HV-nevir-Bechster-2015-02-17-1420, HV-nevir-Bechster-2015-02-18-0919, HV-Silejonu-xrisponi-2018-05-06-1417, ",""
HV-preve-Bechster-2015-02-15-2213,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ+0-1bL+1+0bP+2+0wL+0+0bQ+2-1bS1+3-1wA1+2-2&title=HV-preve-Bechster-2015-02-15-2213%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-preve-Bechster-2015-02-15-2213, ",""
HV-Quodlibet-nevir-2015-02-15-0453,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bL+1+0bQ+1+1wL+0+0bS1+0+2bS2+2-1wA1-1+0wQ+0-1wS1-1+1&title=HV-Quodlibet-nevir-2015-02-15-0453%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Quodlibet-nevir-2015-02-15-0453, ","",""
HV-Quodlibet-tabarisch-2015-02-16-0245,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wL+0+0bS1+0-2wQ+0-1wA1-1+0bQ+1+1bB1+1+0wP-1-1&title=HV-Quodlibet-tabarisch-2015-02-16-0245%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Quodlibet-tabarisch-2015-02-16-0245, ","",""
HV-tabarisch-Quodlibet-2015-02-16-0254,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ+0-1bA1+2-1wA1+3+0bL+1+0wB1+0+0bQ+1+1bM+2+0&title=HV-tabarisch-Quodlibet-2015-02-16-0254%20::%20N:2%20whitewin:50%25%20blackwin:50%25%20draw:0%25,2,1,50.0,1,50.0,0,0.0,"T!HV-ewjimmy-Eucalyx-2015-06-11-1445, ","HV-tabarisch-Quodlibet-2015-02-16-0254, ",""
U!HV-Bechster-nevir-2015-02-15-1638,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wS1-1+1bL+1+0bS1+1+2bA1+2-1wL+0+0bQ+1+1wQ+0-1wA1+1-2&title=U!HV-Bechster-nevir-2015-02-15-1638%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"U!HV-Bechster-nevir-2015-02-15-1638, ","",""
U!HV-Hobbit-Dumbot-2015-02-16-1705,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wB1-1+1bS2+1+1wS1+0+0wQ-1+0bQ+3-1bB1+2-1wM+0-1bS1+1+0&title=U!HV-Hobbit-Dumbot-2015-02-16-1705%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","U!HV-Hobbit-Dumbot-2015-02-16-1705, ",""
HV-guest-Dumbot-2015-02-01-2056,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wA1-1+1wP+0-2bS2+1+1bQ+2+2wS1+0+0wQ+0-1bP+2+1bS1+1+0&title=HV-guest-Dumbot-2015-02-01-2056%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-guest-Dumbot-2015-02-01-2056, ","",""
U!HV-Bechster-nevir-2015-01-30-0910,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ+0-1wA1+3-2bQ+2-1bL+1+0wS1+0+0bM+4-3&title=U!HV-Bechster-nevir-2015-01-30-0910%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"U!HV-Bechster-nevir-2015-01-30-0910, ","",""
U!HV-guest-Dumbot-2015-01-30-2056,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wA1+1+3bP+2+1wQ+0-1bM+1+2bL+1+0bQ+1+1wG1+0+0&title=U!HV-guest-Dumbot-2015-01-30-2056%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"U!HV-guest-Dumbot-2015-01-30-2056, ","",""
U!HV-guest-guest-2015-01-31-1802,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bG1+1+0wS1+1+2wB1+0+0wQ+0-1bQ+1+1bA1+0-2&title=U!HV-guest-guest-2015-01-31-1802%20::%20N:1%20whitewin:0%25%20blackwin:0%25%20draw:100%25,1,0,0.0,0,0.0,1,100.0,"","","U!HV-guest-guest-2015-01-31-1802, "
U!HV-guest-nevir-2015-01-31-1125,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bQ+1+1wG2-2+0wG1-1+0bA1-1-2wQ-1-1bG1+1+0wB1+0+0&title=U!HV-guest-nevir-2015-01-31-1125%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","U!HV-guest-nevir-2015-01-31-1125, ",""
U!HV-nevir-Bechster-2015-01-30-0930,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bL+1+0wG1+0+0bQ+2-1wM-1+0bP+3-2wQ+0-1bA1+3-1wP+1-2&title=U!HV-nevir-Bechster-2015-01-30-0930%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"U!HV-nevir-Bechster-2015-01-30-0930, ","",""
U!HV-nevir-tanksc-2015-01-30-0759,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ+0-1wM-1+0wP+0-2bQ+2-1wG1+0+0bS1+2-2bA1+1+1bP+1+0&title=U!HV-nevir-tanksc-2015-01-30-0759%20::%20N:1%20whitewin:0%25%20blackwin:0%25%20draw:100%25,1,0,0.0,0,0.0,1,100.0,"","","U!HV-nevir-tanksc-2015-01-30-0759, "
U!HV-nevir-tanksc-2015-01-30-0840,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ+0-1wP+0-2wM-1+0bQ+2-1wG1+0+0bA1+2-2bM+3-2bP+1+0&title=U!HV-nevir-tanksc-2015-01-30-0840%20::%20N:1%20whitewin:0%25%20blackwin:0%25%20draw:100%25,1,0,0.0,0,0.0,1,100.0,"","","U!HV-nevir-tanksc-2015-01-30-0840, "
U!HV-oloughma-Dumbot-2015-01-30-1944,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wS1+0-1wQ-1-1bA1-2+1wG1+0+0bQ+1+1wA1-1+1bM+1+0&title=U!HV-oloughma-Dumbot-2015-01-30-1944%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","U!HV-oloughma-Dumbot-2015-01-30-1944, ",""
U!HV-tanksc-nevir-2015-01-30-0823,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bL+1+0bQ+2-1bP+3-2wP+0+0wS1+1-2bM+2+0wQ+0-1wA1-1+1&title=U!HV-tanksc-nevir-2015-01-30-0823%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"U!HV-tanksc-nevir-2015-01-30-0823, ","",""
U!HV-tanksc-nevir-2015-01-30-0854,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bQ+1+1wP+0+0bM+1+3wQ+0-1wA1+1+2bL+1+0&title=U!HV-tanksc-nevir-2015-01-30-0854%20::%20N:2%20whitewin:100%25%20blackwin:0%25%20draw:0%25,2,2,100.0,0,0.0,0,0.0,"U!HV-tanksc-nevir-2015-01-30-0854, HV-MaxShark-shturik-2019-03-20-1846, ","",""
