Game Type:,Hive-PLM
Opening name, Entomology URL, Total nr of games, Nr white wins, White win percentage, Nr black games, Black win percentage, Nr draws, Draw percentage, List of white win games, List of black win games, List of drawn games
U!HV-guest-SmartBot-2017-12-09-1834,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bG2+2-1bA1+2-2wA2-1+1bQ+2+0bG1+1+0wQ+0-1wP+0+0wA1-1+0&title=U!HV-guest-SmartBot-2017-12-09-1834%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"U!HV-guest-SmartBot-2017-12-09-1834, ","",""
U!HV-nevir-Dumbot-2017-12-04-0907,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bS1+1+1wQ+0-1wA1+3-1bQ+0+2bP+1+0bM+2+0wL+0+0&title=U!HV-nevir-Dumbot-2017-12-04-0907%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"U!HV-nevir-Dumbot-2017-12-04-0907, ","",""
U!HV-SmartBot-guest-2017-12-04-2225,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bA1-1-2wQ+0-2wB2-1+1bP+1+0wM+0+0bQ+2+0wB1+0-1&title=U!HV-SmartBot-guest-2017-12-04-2225%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","U!HV-SmartBot-guest-2017-12-04-2225, ",""
U!HV-SmartBot-guest-2017-12-09-1841,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wS2-1+1wQ-1-1bP+1+0wS1+0+0bA1+0-2bQ+1+1wM-1+0&title=U!HV-SmartBot-guest-2017-12-09-1841%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","U!HV-SmartBot-guest-2017-12-09-1841, ",""
U!HV-zygmunt-Dumbot-2017-12-07-1931,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bA1+2-1wP-1-1bB1+1+0bA2+3-2wA1+0+0bQ+2-2wQ-1+0wA2-1+1&title=U!HV-zygmunt-Dumbot-2017-12-07-1931%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"U!HV-zygmunt-Dumbot-2017-12-07-1931, ","",""
U!HV-zygmunt-Dumbot-2017-12-10-0804,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ-1+0bQ+2+0bS1+3-2wA1+3+0bG1+2-1bA1+1+0wB1+0+0&title=U!HV-zygmunt-Dumbot-2017-12-10-0804%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"U!HV-zygmunt-Dumbot-2017-12-10-0804, ","",""
HV-Dumbot-jadenorth-2017-12-11-0620,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wB1-1+0wQ-2-1bM+1+0wL+0+0bQ+2-1bA1-2-2wS1-2+0&title=HV-Dumbot-jadenorth-2017-12-11-0620%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Dumbot-jadenorth-2017-12-11-0620, ","",""
HV-Dumbot-jadenorth-2017-12-11-0631,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bG1+1+0bA2+1+1wA1+0+0bA1+2+0bQ+2-1wL+0-1wP-1+0wQ-1-1&title=HV-Dumbot-jadenorth-2017-12-11-0631%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-Dumbot-jadenorth-2017-12-11-0631, ",""
HV-Dumbot-timkriek-2017-12-17-1036,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bS1+1+0bA1+2-1wM+0+0wG1-1+1bQ+2+1wB1-2+1wQ+0-1bP+1+1&title=HV-Dumbot-timkriek-2017-12-17-1036%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Dumbot-timkriek-2017-12-17-1036, ","",""
HV-guest-Dumbot-2017-12-11-0743,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bP+2-1bQ+3-1bA1+1+0wL+0+0wM-1+1wA1-1+0bB1+2-2wQ+0-1&title=HV-guest-Dumbot-2017-12-11-0743%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-guest-Dumbot-2017-12-11-0743, ","",""
HV-guest-SmartBot-2017-12-11-0758,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wA1-1+0bL+3-1wQ+0-1bB1+1+0wL+0+0bG1+2-1wM-1+1bQ+2-2&title=HV-guest-SmartBot-2017-12-11-0758%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-guest-SmartBot-2017-12-11-0758, ","",""
HV-howdydodat-chopsticks-2017-12-17-2234,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ+0-1bS1+1+0wS2+3-2wS1+0+0bQ+1+1bB1+2-1bB2+1+2&title=HV-howdydodat-chopsticks-2017-12-17-2234%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-howdydodat-chopsticks-2017-12-17-2234, ","",""
HV-howdydodat-chopsticks-2017-12-17-2244,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wP+0-1wM+0+0bQ+1+1bM-2+0wL-1+0wQ-1-1bG1+1+0&title=HV-howdydodat-chopsticks-2017-12-17-2244%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-howdydodat-chopsticks-2017-12-17-2244, ","",""
HV-jadenorth-Dumbot-2017-12-11-0640,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ+0-1wM-1+0wA1-1-1bG2+1+1bA1+3-1bG1+1+0bQ+2-1wL+0+0&title=HV-jadenorth-Dumbot-2017-12-11-0640%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-jadenorth-Dumbot-2017-12-11-0640, ","",""
HV-jadenorth-SmartBot-2017-12-11-0646,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wM+2+0bQ+2-2wQ+0-1bP+1+1bL+2-1bG1+1+0wL+0+0&title=HV-jadenorth-SmartBot-2017-12-11-0646%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-jadenorth-SmartBot-2017-12-11-0646, ","",""
HV-Krackom-LuisGiRo-2017-12-14-2221,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bB1+2-1bG1+1+0bQ+3-1wG1+0+0wQ-1+0bS1+2+0wS1+2+1&title=HV-Krackom-LuisGiRo-2017-12-14-2221%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-Krackom-LuisGiRo-2017-12-14-2221, ",""
HV-LuisGiRo-Krackom-2017-12-14-2200,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bG1+1+0bB1+1+0wB1+0+0wQ-1+0wG1+0-1bQ+2+0wS1+1-2&title=HV-LuisGiRo-Krackom-2017-12-14-2200%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-LuisGiRo-Krackom-2017-12-14-2200, ","",""
HV-LuisGiRo-Krackom-2017-12-14-2211,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wG1+0-1bS1+2-2wQ-1+0bP+2-1wS1-1+1bQ+3-2bG1+1+0wB1+0+0&title=HV-LuisGiRo-Krackom-2017-12-14-2211%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-LuisGiRo-Krackom-2017-12-14-2211, ","",""
HV-SmartBot-alibert-2017-12-18-0157,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wP-1+1wL-1+0bM+2+1wQ+0-1bA1+2+0bQ+1+1bG1+1+0wA1+0+0&title=HV-SmartBot-alibert-2017-12-18-0157%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-SmartBot-alibert-2017-12-18-0157, ","",""
HV-SmartBot-tongan-2017-12-14-1304,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bA2+2+1wL+0+0bQ+1+1bA1+2-1wA1+0-1wQ+0-2wG1+1-2bP+1+0&title=HV-SmartBot-tongan-2017-12-14-1304%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-SmartBot-tongan-2017-12-14-1304, ",""
HV-SmartBot-tongan-2017-12-15-1352,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wG1+0+0wQ+1-2bS1+0+2bQ+1+1wP+0-1wL-1+1bG1+2+0bP+1+0&title=HV-SmartBot-tongan-2017-12-15-1352%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-SmartBot-tongan-2017-12-15-1352, ",""
HV-timkriek-Dumbot-2017-12-16-1701,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bL+1+0wA1+3+0wG1+0+0bS1+2-1bQ+2+0bS2+2-2wQ+0-1&title=HV-timkriek-Dumbot-2017-12-16-1701%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-timkriek-Dumbot-2017-12-16-1701, ",""
HV-timkriek-Dumbot-2017-12-17-0945,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bS1+2+0wG1+0-1bS2+3-1bQ+2+1wQ+0-2wA1-1+0bM+1+0wS1+0+0&title=HV-timkriek-Dumbot-2017-12-17-0945%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-timkriek-Dumbot-2017-12-17-0945, ",""
HV-timkriek-Dumbot-2017-12-17-0952,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bA1+3-1wQ-1-1bQ+1+1bB1+2+0wS1+0-1wB1-1+1bP+1+0wG1+0+0&title=HV-timkriek-Dumbot-2017-12-17-0952%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-timkriek-Dumbot-2017-12-17-0952, ",""
U!HV-Krackom-LuisGiRo-2017-12-14-2151,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wA1+0+0wB1+0-1bQ+3-2bB1+2-1wS1-1+1bS1+2-2wQ-1+0bG1+1+0&title=U!HV-Krackom-LuisGiRo-2017-12-14-2151%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","U!HV-Krackom-LuisGiRo-2017-12-14-2151, ",""
U!HV-lexxy777-SmartBot-2017-12-12-1305,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bS1+1+0bQ+1+1wS1+0+0wA1+1+2wQ+0-1bA1-1+1&title=U!HV-lexxy777-SmartBot-2017-12-12-1305%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","U!HV-lexxy777-SmartBot-2017-12-12-1305, ",""
U!HV-Serigala-Dumbot-2017-12-12-1409,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wB1+0-1bL+2+0bM+1+0bP+1+1wS1+0+0wQ-1-1bQ+1+2wG1-1+0&title=U!HV-Serigala-Dumbot-2017-12-12-1409%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","U!HV-Serigala-Dumbot-2017-12-12-1409, ",""
HV-SmartBot-alibert-2017-12-18-0206,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ-2+0bQ+2-1wB1-1+1wG1-1+0wM+0+0bS1-1+2bG1+1+0&title=HV-SmartBot-alibert-2017-12-18-0206%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-SmartBot-alibert-2017-12-18-0206, ",""
HV-Dumbledore-Dumbot-2017-12-23-0645,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bG1+1+0wA1+3-3wS1+0+0bQ+2-2bS1+2-1bL+1+1wQ+0-1&title=HV-Dumbledore-Dumbot-2017-12-23-0645%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Dumbledore-Dumbot-2017-12-23-0645, ","",""
HV-Dumbot-Dumbledore-2017-12-22-0731,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wB1+0-1wS1+0+0bQ+1+1bA1+0-3wQ+0-2bS1+1+0wB2-1+0&title=HV-Dumbot-Dumbledore-2017-12-22-0731%20::%20N:1%20whitewin:0%25%20blackwin:0%25%20draw:100%25,1,0,0.0,0,0.0,1,100.0,"","","HV-Dumbot-Dumbledore-2017-12-22-0731, "
HV-SmartBot-guest-2017-12-22-0533,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bA1+1+1wQ+0-1wM-1+1bS1+3-2bM+1+0bQ+2-1wL+0+0wP-1+0&title=HV-SmartBot-guest-2017-12-22-0533%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-SmartBot-guest-2017-12-22-0533, ",""
HV-CBerserker-Dumbot-2017-12-28-1553,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bS1+2+0wQ-2+0bL+2+1bQ+2-1bB1+1+0wS1-1-1wG1+0+0wL+0-1&title=HV-CBerserker-Dumbot-2017-12-28-1553%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-CBerserker-Dumbot-2017-12-28-1553, ",""
HV-tongan-SmartBot-2017-12-28-1329,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bP+2-1wA1-1+1wQ+0-1wM-1+0bQ+4-2bM+1+0bA1+3-2wP+0+0&title=HV-tongan-SmartBot-2017-12-28-1329%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-tongan-SmartBot-2017-12-28-1329, ","",""
HV-tongan-SmartBot-2017-12-29-1329,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wP+0+0wA1+3+0bL+1+0bG1+2-1wQ+0-1bM+4-2bQ+3-1&title=HV-tongan-SmartBot-2017-12-29-1329%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-tongan-SmartBot-2017-12-29-1329, ","",""
HV-Corzi-Dumbot-2017-12-02-1131,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bQ+1+1bS2+2+2wG2-1+0wQ+0-1bS1+2+1wS1-1+1bM+1+0wG1+0+0&title=HV-Corzi-Dumbot-2017-12-02-1131%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-Corzi-Dumbot-2017-12-02-1131, ",""
HV-Dumbot-Cyrax-2017-12-03-1050,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wS1+0+0wQ-1+0bM+2+0wL+0-1bS1+3-1bQ+2-1wA1+1-2bG1+1+0&title=HV-Dumbot-Cyrax-2017-12-03-1050%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Dumbot-Cyrax-2017-12-03-1050, ","",""
HV-Dumbot-guest-2017-11-28-0532,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bS1+1+0wG1+0+0bA1-3+2wL-1+0bQ+2-1wQ-2+0wS1-2+1&title=HV-Dumbot-guest-2017-11-28-0532%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Dumbot-guest-2017-11-28-0532, ","",""
HV-Dumbot-guest-2017-11-29-1029,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ-1+0wM-2+1bM+2+0bS1+1+0wS1-3+2bA1+1+1bQ+2-1wL+0+0&title=HV-Dumbot-guest-2017-11-29-1029%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-Dumbot-guest-2017-11-29-1029, ",""
HV-Dumbot-nevir-2017-11-27-1000,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wL-1+1bA1-1-1wQ+0-1wP-2+1bQ+2-1bG1+1+0wA1+0+0&title=HV-Dumbot-nevir-2017-11-27-1000%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-Dumbot-nevir-2017-11-27-1000, ",""
HV-Dumbot-nevir-2017-11-27-1203,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ-1-1wG1+0-1bM+1+0bQ+1+1bA1-2+0wA1-1+1wP+0+0&title=HV-Dumbot-nevir-2017-11-27-1203%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-Dumbot-nevir-2017-11-27-1203, ",""
HV-Dumbot-nevir-2017-11-27-2207,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bS1+1+2wP+0+0wQ+0-1bA1+2-1wA1-1+1wM-1+0bQ+1+1bM+1+0&title=HV-Dumbot-nevir-2017-11-27-2207%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-Dumbot-nevir-2017-11-27-2207, ",""
HV-Dumbot-nevir-2017-11-28-1656,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wS1+0+0bG1+1+0bB1+2+0bA1+1+1wB1+0-1wQ-1+0wA1-1+1bQ+2-1&title=HV-Dumbot-nevir-2017-11-28-1656%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-Dumbot-nevir-2017-11-28-1656, ",""
HV-nevir-Dumbot-2017-11-27-0935,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bL+1+0bM+1+1wL+0+0bA1+2+0bQ+2-1wA1+1+2wQ+0-1&title=HV-nevir-Dumbot-2017-11-27-0935%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-nevir-Dumbot-2017-11-27-0935, ","",""
HV-nevir-Dumbot-2017-11-27-1101,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bL+2+0wQ+0-1bQ+2-1wL+0+0bB1+1+0bA1+3-2wA1+2+1&title=HV-nevir-Dumbot-2017-11-27-1101%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-nevir-Dumbot-2017-11-27-1101, ","",""
HV-nevir-Dumbot-2017-11-28-1941,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wM-1+1bA1+1+1bG1+1+0wQ+0-1bQ+2-1wL+0+0wA1-1+0bB1+2+0&title=HV-nevir-Dumbot-2017-11-28-1941%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-nevir-Dumbot-2017-11-28-1941, ","",""
HV-SmartBot-tongan-2017-12-02-1058,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wG1+0-2wA1+1-3wQ+0-1bG1+1+0wM+0+0bA1+2-3bQ+1+1&title=HV-SmartBot-tongan-2017-12-02-1058%20::%20N:1%20whitewin:0%25%20blackwin:0%25%20draw:100%25,1,0,0.0,0,0.0,1,100.0,"","","HV-SmartBot-tongan-2017-12-02-1058, "
HV-tongan-SmartBot-2017-12-03-1010,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bM+2+1bQ+3+1bS1+1+0wA2-1+0bP+2+0wP+0+0wQ+0-1wA1-1+1&title=HV-tongan-SmartBot-2017-12-03-1010%20::%20N:1%20whitewin:0%25%20blackwin:0%25%20draw:100%25,1,0,0.0,0,0.0,1,100.0,"","","HV-tongan-SmartBot-2017-12-03-1010, "
U!HV-Dumbot-nevir-2017-11-27-0855,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wL-1+0bQ+2-1bG1+1+0wM+0+0wS1-2+1bA1-2-1wQ-2+0&title=U!HV-Dumbot-nevir-2017-11-27-0855%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","U!HV-Dumbot-nevir-2017-11-27-0855, ",""
U!HV-SmartBot-nevir-2017-11-27-0904,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wB1+0+0bM+1+2wM+0-1bG1+1+0wQ+0-2bA1+2+1wP+0-3bQ+1+1&title=U!HV-SmartBot-nevir-2017-11-27-0904%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"U!HV-SmartBot-nevir-2017-11-27-0904, ","",""
HV-Dumbot-PsyXo-2017-02-10-0538,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wM+0+0wS1-1+0wB1+0-1wQ+0-2bQ+1+1bG1+1+0bL+1-1&title=HV-Dumbot-PsyXo-2017-02-10-0538%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Dumbot-PsyXo-2017-02-10-0538, ","",""
HV-Dumbot-PsyXo-2017-02-10-0613,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bP+2+0wS1-1+0wP-2+0wQ-1-1bQ+1+1bM+2-1bA1+1+0wM+0+0&title=HV-Dumbot-PsyXo-2017-02-10-0613%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Dumbot-PsyXo-2017-02-10-0613, ","",""
HV-Frasco92-Dumbot-2017-02-11-2140,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bB1+2+0wA1-1+1wQ+0-1wM-1+0bQ+1+2bM+1+0bP+1+1wL+0+0&title=HV-Frasco92-Dumbot-2017-02-11-2140%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-Frasco92-Dumbot-2017-02-11-2140, ",""
HV-Dumbot-guest-2017-02-12-1350,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wL+0+0bQ+2-1wQ-1+0wS1-1-1wS2+0-1bB1+1+0bS1+1+0&title=HV-Dumbot-guest-2017-02-12-1350%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-Dumbot-guest-2017-02-12-1350, ",""
HV-Krackom-Dumbot-2017-02-12-1907,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wB1-1+1bS1+2-1bB1+1+0wQ-1-1bQ+3-1bG1+2+0wP+0+0wS1+0-1&title=HV-Krackom-Dumbot-2017-02-12-1907%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-Krackom-Dumbot-2017-02-12-1907, ",""
HV-Krackom-LuisGiRo-2017-02-12-1512,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wB1-1+0wP+0-2wQ+0-1bG1+1+0bQ+3-1wG1+0+0bL+1+1bB1+2-1&title=HV-Krackom-LuisGiRo-2017-02-12-1512%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-Krackom-LuisGiRo-2017-02-12-1512, ",""
HV-Krackom-LuisGiRo-2017-02-13-1731,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bQ+3-1bB1+2-1wB1-1+1wQ+0-1wG1-1+0bA1+2+0bS1+1+0wP+0+0&title=HV-Krackom-LuisGiRo-2017-02-13-1731%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Krackom-LuisGiRo-2017-02-13-1731, ","",""
HV-Krackom-LuisGiRo-2017-02-13-1737,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wS1-1+1bL+2-1bB1+1+1bQ+2+0wQ+0-1wA1-1+0bG1+1+0wG1+0+0&title=HV-Krackom-LuisGiRo-2017-02-13-1737%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-Krackom-LuisGiRo-2017-02-13-1737, ",""
HV-Krackom-LuisGiRo-2017-02-13-1824,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wM+2+0wQ+0-1bQ+1+1bG1+0+1bB1+1+0wG1+0+0&title=HV-Krackom-LuisGiRo-2017-02-13-1824%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Krackom-LuisGiRo-2017-02-13-1824, ","",""
HV-LuisGiRo-Krackom-2017-02-12-1456,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ-1+0bS1+1+1wG1+0+0bG1+1+0bQ+2+0bL+2-1wB1+0+0&title=HV-LuisGiRo-Krackom-2017-02-12-1456%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-LuisGiRo-Krackom-2017-02-12-1456, ","",""
