Game Type:,Hive-PLM
TotNrGames:,194
Opening name, Entomology URL, Total nr of games, Nr white wins, White win percentage, Nr black wins, Black win percentage, Nr draws, Draw percentage, List of white win games, List of black win games, List of drawn games
T!HV-Eucalyx-Radek0-2016-06-12-0520,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ+0-1bA1+2+0wM+0+0bQ+1+1bG1+1+0bM+2+1wA1+3-1&title=T!HV-Eucalyx-Radek0-2016-06-12-0520%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","T!HV-Eucalyx-Radek0-2016-06-12-0520, ",""
T!HV-Eucalyx-titi91-2016-06-12-0929,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wP-1+1bA1+1+1bM+2+0wM+0+0bQ+2-1wA1-1+0bL+1+0wQ+0-1&title=T!HV-Eucalyx-titi91-2016-06-12-0929%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"T!HV-Eucalyx-titi91-2016-06-12-0929, ","",""
T!HV-Eucalyx-vonsohn-2016-06-10-2338,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bS1+0-2wA1+0+2bG1+1+0wQ+0-1bQ+1+1wG1+0+0&title=T!HV-Eucalyx-vonsohn-2016-06-10-2338%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"T!HV-Eucalyx-vonsohn-2016-06-10-2338, ","",""
T!HV-Radek0-Eucalyx-2016-06-12-0504,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bM+2+0bL+1+0wA1-1+1wG1+0+0wM-1+0bA1+2-1wQ+0-1bQ+1+1&title=T!HV-Radek0-Eucalyx-2016-06-12-0504%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","T!HV-Radek0-Eucalyx-2016-06-12-0504, ",""
T!HV-titi91-Eucalyx-2016-06-12-0903,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ+0-1bA1-2+1wM-1+0wA1-1-1wG1+0+0bQ+1+1bL+1+0&title=T!HV-titi91-Eucalyx-2016-06-12-0903%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"T!HV-titi91-Eucalyx-2016-06-12-0903, ","",""
T!HV-vonsohn-Eucalyx-2016-06-10-2353,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wG1+0+0wQ+0-1wA1+3-1bM+2+0bA1+2+1bQ+1+1bL+1+0&title=T!HV-vonsohn-Eucalyx-2016-06-10-2353%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","T!HV-vonsohn-Eucalyx-2016-06-10-2353, ",""
T!HV-Eucalyx-rchipman-2016-06-21-1231,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bL+1+0wQ+0-1bQ+2-1bM+2+0wA1+2-2bA1+1+1wG1+0+0&title=T!HV-Eucalyx-rchipman-2016-06-21-1231%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"T!HV-Eucalyx-rchipman-2016-06-21-1231, ","",""
T!HV-rchipman-Eucalyx-2016-06-21-1215,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wG1+0+0bQ+1+1wM+2+0bA2+0+2bA1+1+2wQ+0-1bP+1+0&title=T!HV-rchipman-Eucalyx-2016-06-21-1215%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","T!HV-rchipman-Eucalyx-2016-06-21-1215, ",""
HV-Eucalyx-Dumbot-2016-06-05-1034,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bG1+1+0wA1-1-1wG1+0+0bL+2+0wM-1+0bQ+2+1bB1+1+1wQ+0-1&title=HV-Eucalyx-Dumbot-2016-06-05-1034%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Eucalyx-Dumbot-2016-06-05-1034, ","",""
HV-Eucalyx-Jewdoka-2016-11-06-0057,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bL+1+0wQ-1-1bM+2+0wS1+0+0bP+2+1wG1-1+0wP+0-1bQ+1+1&title=HV-Eucalyx-Jewdoka-2016-11-06-0057%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-Eucalyx-Jewdoka-2016-11-06-0057, ",""
T!HV-Eucalyx-Jewdoka-2016-09-10-0031,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bL+1+0wQ+0-1bA1+2-1wG1+0+0wA1-1-1bM+2+0wG2-1+0bQ+1+1&title=T!HV-Eucalyx-Jewdoka-2016-09-10-0031%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","T!HV-Eucalyx-Jewdoka-2016-09-10-0031, ",""
HV-Jewdoka-Eucalyx-2016-09-18-0004,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bA1+1+1wA1-1+0bQ+2-1bM+2+0wM-1-1wL+0+0wQ+0-1bP+1+0&title=HV-Jewdoka-Eucalyx-2016-09-18-0004%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Jewdoka-Eucalyx-2016-09-18-0004, ","",""
T!HV-Jewdoka-Eucalyx-2016-09-18-0024,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bL+1+0bQ+2-1wL+0+0wA1+2-2bG1+2-3wQ+0-1&title=T!HV-Jewdoka-Eucalyx-2016-09-18-0024%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","T!HV-Jewdoka-Eucalyx-2016-09-18-0024, ",""
T!HV-Eucalyx-Jewdoka-2016-09-24-0008,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bQ+1+1wA1+1+2bA1+2-1bG1+1+0wQ+0-1wM+0+0bM+2+0&title=T!HV-Eucalyx-Jewdoka-2016-09-24-0008%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"T!HV-Eucalyx-Jewdoka-2016-09-24-0008, ","",""
T!HV-Jewdoka-Eucalyx-2016-09-03-0104,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wA1-1+0wM-2+0bA1+2-1wL+0+0bM+2+0wQ+0-1bQ+1+1bP+1+0&title=T!HV-Jewdoka-Eucalyx-2016-09-03-0104%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","T!HV-Jewdoka-Eucalyx-2016-09-03-0104, ",""
TU!HV-Jewdoka-Eucalyx-2016-09-03-0006,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wL+0+0bQ+1+1wM-1-1bA1+2-1wA1-1+0bP+1+0bM+2+0wQ+0-1&title=TU!HV-Jewdoka-Eucalyx-2016-09-03-0006%20::%20N:2%20whitewin:50%25%20blackwin:50%25%20draw:0%25,2,1,50.0,1,50.0,0,0.0,"TU!HV-Jewdoka-Eucalyx-2016-09-03-0006, ","T!HV-Quodlibet-Eucalyx-2017-05-20-0051, ",""
HV-Eucalyx-Dumbot-2017-04-16-0609,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wA1-1+1bQ+2+0wP-1+0bA1+1+0bP+3-1wM+0+0bB1+2-1wQ+0-1&title=HV-Eucalyx-Dumbot-2017-04-16-0609%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Eucalyx-Dumbot-2017-04-16-0609, ","",""
T!HV-dantheman8-Eucalyx-2017-04-19-2021,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ+0-1bQ+1+1wP+0+0bA2+2+1wA1+3-1bM+1+0bA1+2-1&title=T!HV-dantheman8-Eucalyx-2017-04-19-2021%20::%20N:2%20whitewin:0%25%20blackwin:100%25%20draw:0%25,2,0,0.0,2,100.0,0,0.0,"","T!HV-dantheman8-Eucalyx-2017-04-19-2021, T!HV-Bechster-Eucalyx-2017-06-24-0704, ",""
T!HV-Eucalyx-iserp-2017-04-26-1041,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ+0-1bQ+1+1wP-1+0wM+0+0bM+2+0bG1+1+0bP+2+1wA1-1+1&title=T!HV-Eucalyx-iserp-2017-04-26-1041%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"T!HV-Eucalyx-iserp-2017-04-26-1041, ","",""
T!HV-iserp-Eucalyx-2017-04-26-1007,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wL+0+0bA1+2-1wQ+0-1bQ+1+1bP+1+0bM+2+0wA1+1+2&title=T!HV-iserp-Eucalyx-2017-04-26-1007%20::%20N:2%20whitewin:0%25%20blackwin:100%25%20draw:0%25,2,0,0.0,2,100.0,0,0.0,"","T!HV-iserp-Eucalyx-2017-04-26-1007, T!HV-Gandac-Eucalyx-2018-06-06-0703, ",""
HV-stepanzo-Eucalyx-2017-08-07-0349,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wM+0+0bM+3-1wQ+0-1bA1+2+0bL+1+0bQ+2-1wA1+2+1&title=HV-stepanzo-Eucalyx-2017-08-07-0349%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-stepanzo-Eucalyx-2017-08-07-0349, ",""
T!HV-Eucalyx-Jewdoka-2017-08-20-0041,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bP+1+2wQ+0-1wM+0+0bQ+1+1bL+1+0wP-1+0bM+0+2wA1-1+1&title=T!HV-Eucalyx-Jewdoka-2017-08-20-0041%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","T!HV-Eucalyx-Jewdoka-2017-08-20-0041, ",""
T!HV-Jewdoka-Eucalyx-2017-08-20-0001,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bQ+1+1wA1+1+2wQ+0-1bL+1+0bA1+2-1bP+2+0wL+0+0&title=T!HV-Jewdoka-Eucalyx-2017-08-20-0001%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"T!HV-Jewdoka-Eucalyx-2017-08-20-0001, ","",""
TU!HV-Jewdoka-Eucalyx-2017-08-19-0046,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ+0-1bQ+1+1bA1+0-2wL+0+0bP+1+0wA1-1+1wM-1+0&title=TU!HV-Jewdoka-Eucalyx-2017-08-19-0046%20::%20N:2%20whitewin:100%25%20blackwin:0%25%20draw:0%25,2,2,100.0,0,0.0,0,0.0,"TU!HV-Jewdoka-Eucalyx-2017-08-19-0046, T!HV-Pseudomon-Eucalyx-2017-05-26-1214, ","",""
T!HV-Eucalyx-stepanzo-2017-07-31-0336,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bM+2+0bQ+2-1wA1+2-2bL+1+0wQ+0-1bA1+1+1wM+0+0&title=T!HV-Eucalyx-stepanzo-2017-07-31-0336%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"T!HV-Eucalyx-stepanzo-2017-07-31-0336, ","",""
T!HV-Eucalyx-stepanzo-2017-07-31-0356,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ+0-1bQ+1+1bP+2+0wA1+1+2bA1+2-1wM+0+0bM+1+0&title=T!HV-Eucalyx-stepanzo-2017-07-31-0356%20::%20N:2%20whitewin:100%25%20blackwin:0%25%20draw:0%25,2,2,100.0,0,0.0,0,0.0,"T!HV-Eucalyx-stepanzo-2017-07-31-0356, T!HV-Eucalyx-Gandac-2018-06-06-0731, ","",""
T!HV-stepanzo-Eucalyx-2017-07-30-0332,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wL+0+0bQ+1+1bA2+2+1wA1+2-2bP+1+0bA1+2-1wQ+0-1&title=T!HV-stepanzo-Eucalyx-2017-07-30-0332%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","T!HV-stepanzo-Eucalyx-2017-07-30-0332, ",""
HV-Eucalyx-SmartBot-2017-06-29-0316,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bM+1+1wM+0+0wQ+0-1bG1+1+0bQ+2+0bG2+0+2wA1+3+0&title=HV-Eucalyx-SmartBot-2017-06-29-0316%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Eucalyx-SmartBot-2017-06-29-0316, ","",""
HV-SmartBot-Eucalyx-2017-06-29-0334,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wM+0+0bQ+1+1wB1-2+0bA1+1-2wQ+0-1bL+1+0wL-1+0&title=HV-SmartBot-Eucalyx-2017-06-29-0334%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-SmartBot-Eucalyx-2017-06-29-0334, ",""
T!HV-Eucalyx-Pseudomon-2017-06-27-1224,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wA1-1+0bL+1+0bQ+1+1wA2-1+1bP+2+0bM+2+1wQ+0-1wM+0+0&title=T!HV-Eucalyx-Pseudomon-2017-06-27-1224%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"T!HV-Eucalyx-Pseudomon-2017-06-27-1224, ","",""
T!HV-Pseudomon-Eucalyx-2017-06-27-1113,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wP+0+0wA1-1+0wM-1+1bS1+0-2bM+1+0bQ+2+0wQ+0-1&title=T!HV-Pseudomon-Eucalyx-2017-06-27-1113%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","T!HV-Pseudomon-Eucalyx-2017-06-27-1113, ",""
T!HV-Eucalyx-HappyKiwi-2017-07-01-0847,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wM+0+0wQ+0-1wA1+3-2bA1+1+1bL+1+0bQ+2-1bP+2+0&title=T!HV-Eucalyx-HappyKiwi-2017-07-01-0847%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","T!HV-Eucalyx-HappyKiwi-2017-07-01-0847, ",""
T!HV-HappyKiwi-Eucalyx-2017-07-01-0811,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ-1+0bQ+2+0wB1+0+0wP+0+0bA1+2+1bM+1+0bB1+2-1&title=T!HV-HappyKiwi-Eucalyx-2017-07-01-0811%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","T!HV-HappyKiwi-Eucalyx-2017-07-01-0811, ",""
T!HV-Bechster-Eucalyx-2017-06-26-0741,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bM+1+0wQ-1+0wP+0+0wS1+2+1bA1+2+2bQ+2+0&title=T!HV-Bechster-Eucalyx-2017-06-26-0741%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"T!HV-Bechster-Eucalyx-2017-06-26-0741, ","",""
T!HV-Eucalyx-Bechster-2017-06-26-0713,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wM+0+0bL+1+0bQ+1+1bS1+3+1wQ+0-1wA1+2+1&title=T!HV-Eucalyx-Bechster-2017-06-26-0713%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"T!HV-Eucalyx-Bechster-2017-06-26-0713, ","",""
T!HV-Eucalyx-Bechster-2017-06-26-0826,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bL+1+0wM+0+0wQ+0-1bQ+2-1bM+2+0bP+2+1wA1+1+2&title=T!HV-Eucalyx-Bechster-2017-06-26-0826%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"T!HV-Eucalyx-Bechster-2017-06-26-0826, ","",""
T!HV-Eucalyx-Loizz-2017-06-25-1215,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bQ+2+0bP+1+0wM+0-1wP-1+1wQ-1+0bA1+0-2wA1+0+0&title=T!HV-Eucalyx-Loizz-2017-06-25-1215%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"T!HV-Eucalyx-Loizz-2017-06-25-1215, ","",""
T!HV-Loizz-Eucalyx-2017-06-25-1146,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ-1+0bA1+1+1bA2+2+0bQ+2-1wP+0+0wA1+3-2bM+1+0&title=T!HV-Loizz-Eucalyx-2017-06-25-1146%20::%20N:2%20whitewin:0%25%20blackwin:100%25%20draw:0%25,2,0,0.0,2,100.0,0,0.0,"","T!HV-Loizz-Eucalyx-2017-06-25-1146, T!HV-HappyKiwi-Eucalyx-2017-05-13-0038, ",""
U!HV-Eucalyx-Bechster-2017-06-26-0901,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bL+1+0wM+0+0wQ+0-1bQ+1+1bM+1+3wA1+1+2&title=U!HV-Eucalyx-Bechster-2017-06-26-0901%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","U!HV-Eucalyx-Bechster-2017-06-26-0901, ",""
T!HV-Eucalyx-HappyKiwi-2017-05-13-0057,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wA1+1-2bG1+1+0bA1+1+1bQ+2-1wP-1+0bP+3-2wQ+0-1wM+0+0&title=T!HV-Eucalyx-HappyKiwi-2017-05-13-0057%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"T!HV-Eucalyx-HappyKiwi-2017-05-13-0057, ","",""
T!HV-Eucalyx-Quodlibet-2017-05-21-0002,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wM+0+0wP-1+0wA1-1+1wQ+0-1bQ+1+1bM+2+0bL+1+0bA1+2-1&title=T!HV-Eucalyx-Quodlibet-2017-05-21-0002%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","T!HV-Eucalyx-Quodlibet-2017-05-21-0002, ",""
T!HV-Eucalyx-HappyKiwi-2017-05-28-0841,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bG1+1+0bS1+3-1wQ+0-1wA1-1+1wA2-1+0bP+2+1bQ+2+0wM+0+0&title=T!HV-Eucalyx-HappyKiwi-2017-05-28-0841%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"T!HV-Eucalyx-HappyKiwi-2017-05-28-0841, ","",""
T!HV-HappyKiwi-Eucalyx-2017-05-28-0916,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bM+1+0bA1-2-1wQ-1+0wM+0-1wA1-2+0wP+0+0bQ+2-1&title=T!HV-HappyKiwi-Eucalyx-2017-05-28-0916%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","T!HV-HappyKiwi-Eucalyx-2017-05-28-0916, ",""
T!HV-Eucalyx-lambda22-2017-05-06-1904,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bQ+1+1wM+2+1bA1+3+1bG1+1+0wA1+0+0wQ+0-1&title=T!HV-Eucalyx-lambda22-2017-05-06-1904%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"T!HV-Eucalyx-lambda22-2017-05-06-1904, ","",""
T!HV-lambda22-Eucalyx-2017-05-06-1745,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bQ+1+1bA1-1+2bP+1+0wQ+0-1wM-1+0wA1-1+1wG1+0+0&title=T!HV-lambda22-Eucalyx-2017-05-06-1745%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","T!HV-lambda22-Eucalyx-2017-05-06-1745, ",""
T!HV-Eucalyx-Loizz-2018-04-20-1204,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ+0-1bM+0+2bQ+1+1bL+1+0wA1-1+0wS1+1-2wM+0+0bP+1+2&title=T!HV-Eucalyx-Loizz-2018-04-20-1204%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"T!HV-Eucalyx-Loizz-2018-04-20-1204, ","",""
HV-CBerserker-Eucalyx-2018-04-25-0838,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bM+2+0wS1+0+0bA1+2+1wQ+0-1wP-1+0bQ+1+1wA1-1+1bP+1+0&title=HV-CBerserker-Eucalyx-2018-04-25-0838%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-CBerserker-Eucalyx-2018-04-25-0838, ",""
HV-Eucalyx-CBerserker-2018-04-25-0818,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bS1+1+0bB1+2-2wA1+2-3bA1+1+1wM+0+0wQ+0-1bQ+2-1&title=HV-Eucalyx-CBerserker-2018-04-25-0818%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Eucalyx-CBerserker-2018-04-25-0818, ","",""
HV-Loizz-Eucalyx-2018-04-23-2214,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ+0-1bG1+1+0wA1+1+2bA1+2-1bQ+1+1wL+0+0bM+2+0&title=HV-Loizz-Eucalyx-2018-04-23-2214%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Loizz-Eucalyx-2018-04-23-2214, ","",""
T!HV-Eucalyx-HappyKiwi-2018-07-30-0809,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bQ+2-1wA1-1-1wA2+0-2bM+2-2wM+0+0bP+3-2bL+1+0wQ+0-1&title=T!HV-Eucalyx-HappyKiwi-2018-07-30-0809%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"T!HV-Eucalyx-HappyKiwi-2018-07-30-0809, ","",""
T!HV-HappyKiwi-Eucalyx-2018-08-01-0704,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ+0-1wA1-1-1wL+0+0wM+0-2bQ+1+1bP+1+2bA1+0+3bG1+1+0&title=T!HV-HappyKiwi-Eucalyx-2018-08-01-0704%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"T!HV-HappyKiwi-Eucalyx-2018-08-01-0704, ","",""
HV-Eucalyx-Loizz-2018-07-10-2206,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bM+1+0wQ-1+0bA1+1+1wA1+3-2bP+2+0bQ+2-1wM+0+0&title=HV-Eucalyx-Loizz-2018-07-10-2206%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Eucalyx-Loizz-2018-07-10-2206, ","",""
HV-Loizz-Eucalyx-2018-07-10-2251,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wG1+0+0bG1+1+0bA1+2-1wQ+0-1wA1+2+1bA2+0+2bQ+1+1&title=HV-Loizz-Eucalyx-2018-07-10-2251%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-Loizz-Eucalyx-2018-07-10-2251, ",""
T!HV-Eucalyx-Loizz-2018-07-13-2216,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bQ+1+1wQ+0-1bM+2+1bP+2+0bL+1+0wP-1+0wA1-2+1wM+0+0&title=T!HV-Eucalyx-Loizz-2018-07-13-2216%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","T!HV-Eucalyx-Loizz-2018-07-13-2216, ",""
HV-Eucalyx-HappyKiwi-2018-07-19-1251,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bM+3-1wQ-1+0bP+3-2wM+0+0wP-1+1wA1-1-1bQ+2-1bL+1+0&title=HV-Eucalyx-HappyKiwi-2018-07-19-1251%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Eucalyx-HappyKiwi-2018-07-19-1251, ","",""
T!HV-HappyKiwi-Eucalyx-2018-07-19-1341,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bP+1+0bA1+2-1bM+2+0wA1+3-2bQ+1+1wL+0+0wQ+0-1&title=T!HV-HappyKiwi-Eucalyx-2018-07-19-1341%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"T!HV-HappyKiwi-Eucalyx-2018-07-19-1341, ","",""
T!HV-HappyKiwi-Eucalyx-2018-07-19-1421,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bL+1+0bA1+1+1bM+2+0wA1+3+0wL+0+0bQ+2-1wQ+0-1&title=T!HV-HappyKiwi-Eucalyx-2018-07-19-1421%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"T!HV-HappyKiwi-Eucalyx-2018-07-19-1421, ","",""
